hs6,sanction_date,sanctioned,partially_exempt,dual_use,industrial_cap,luxury,military_tech,aviation,firearms,oil_exploration,oil_refining,sanction_year,category
030551,,,,,,,,,,,,,non_sanctioned
030552,,,,,,,,,,,,,non_sanctioned
030553,,,,,,,,,,,,,non_sanctioned
030554,,,,,,,,,,,,,non_sanctioned
030559,,,,,,,,,,,,,non_sanctioned
030561,,,,,,,,,,,,,non_sanctioned
030562,,,,,,,,,,,,,non_sanctioned
030563,,,,,,,,,,,,,non_sanctioned
030564,,,,,,,,,,,,,non_sanctioned
030569,,,,,,,,,,,,,non_sanctioned
030571,,,,,,,,,,,,,non_sanctioned
030572,,,,,,,,,,,,,non_sanctioned
030579,,,,,,,,,,,,,non_sanctioned
030611,,,,,,,,,,,,,non_sanctioned
030612,,,,,,,,,,,,,non_sanctioned
030614,,,,,,,,,,,,,non_sanctioned
030615,,,,,,,,,,,,,non_sanctioned
030616,,,,,,,,,,,,,non_sanctioned
030617,,,,,,,,,,,,,non_sanctioned
030619,,,,,,,,,,,,,non_sanctioned
030631,,,,,,,,,,,,,non_sanctioned
030632,,,,,,,,,,,,,non_sanctioned
030633,,,,,,,,,,,,,non_sanctioned
030634,,,,,,,,,,,,,non_sanctioned
030635,,,,,,,,,,,,,non_sanctioned
030636,,,,,,,,,,,,,non_sanctioned
030639,,,,,,,,,,,,,non_sanctioned
030691,,,,,,,,,,,,,non_sanctioned
030692,,,,,,,,,,,,,non_sanctioned
030693,,,,,,,,,,,,,non_sanctioned
030694,,,,,,,,,,,,,non_sanctioned
030695,,,,,,,,,,,,,non_sanctioned
030699,,,,,,,,,,,,,non_sanctioned
030711,,,,,,,,,,,,,non_sanctioned
030712,,,,,,,,,,,,,non_sanctioned
030719,,,,,,,,,,,,,non_sanctioned
030721,,,,,,,,,,,,,non_sanctioned
030722,,,,,,,,,,,,,non_sanctioned
030729,,,,,,,,,,,,,non_sanctioned
030731,,,,,,,,,,,,,non_sanctioned
030732,,,,,,,,,,,,,non_sanctioned
030739,,,,,,,,,,,,,non_sanctioned
030742,,,,,,,,,,,,,non_sanctioned
030743,,,,,,,,,,,,,non_sanctioned
030749,,,,,,,,,,,,,non_sanctioned
030751,,,,,,,,,,,,,non_sanctioned
030752,,,,,,,,,,,,,non_sanctioned
030759,,,,,,,,,,,,,non_sanctioned
030760,,,,,,,,,,,,,non_sanctioned
030771,,,,,,,,,,,,,non_sanctioned
030772,,,,,,,,,,,,,non_sanctioned
030779,,,,,,,,,,,,,non_sanctioned
030781,,,,,,,,,,,,,non_sanctioned
030782,,,,,,,,,,,,,non_sanctioned
030783,,,,,,,,,,,,,non_sanctioned
030784,,,,,,,,,,,,,non_sanctioned
030787,,,,,,,,,,,,,non_sanctioned
030788,,,,,,,,,,,,,non_sanctioned
030791,,,,,,,,,,,,,non_sanctioned
030792,,,,,,,,,,,,,non_sanctioned
030799,,,,,,,,,,,,,non_sanctioned
030811,,,,,,,,,,,,,non_sanctioned
030812,,,,,,,,,,,,,non_sanctioned
030819,,,,,,,,,,,,,non_sanctioned
030821,,,,,,,,,,,,,non_sanctioned
030822,,,,,,,,,,,,,non_sanctioned
030829,,,,,,,,,,,,,non_sanctioned
030830,,,,,,,,,,,,,non_sanctioned
030890,,,,,,,,,,,,,non_sanctioned
040110,,,,,,,,,,,,,non_sanctioned
040120,,,,,,,,,,,,,non_sanctioned
040140,,,,,,,,,,,,,non_sanctioned
040150,,,,,,,,,,,,,non_sanctioned
040210,,,,,,,,,,,,,non_sanctioned
040221,,,,,,,,,,,,,non_sanctioned
040229,,,,,,,,,,,,,non_sanctioned
040291,,,,,,,,,,,,,non_sanctioned
040299,,,,,,,,,,,,,non_sanctioned
040310,,,,,,,,,,,,,non_sanctioned
040390,,,,,,,,,,,,,non_sanctioned
040410,,,,,,,,,,,,,non_sanctioned
040490,,,,,,,,,,,,,non_sanctioned
040510,,,,,,,,,,,,,non_sanctioned
040520,,,,,,,,,,,,,non_sanctioned
040590,,,,,,,,,,,,,non_sanctioned
040610,,,,,,,,,,,,,non_sanctioned
040620,,,,,,,,,,,,,non_sanctioned
040630,,,,,,,,,,,,,non_sanctioned
040640,,,,,,,,,,,,,non_sanctioned
040690,,,,,,,,,,,,,non_sanctioned
040711,,,,,,,,,,,,,non_sanctioned
040719,,,,,,,,,,,,,non_sanctioned
040721,,,,,,,,,,,,,non_sanctioned
040729,,,,,,,,,,,,,non_sanctioned
040790,,,,,,,,,,,,,non_sanctioned
040811,,,,,,,,,,,,,non_sanctioned
040819,,,,,,,,,,,,,non_sanctioned
040891,,,,,,,,,,,,,non_sanctioned
040899,,,,,,,,,,,,,non_sanctioned
040900,,,,,,,,,,,,,non_sanctioned
041000,,,,,,,,,,,,,non_sanctioned
050100,,,,,,,,,,,,,non_sanctioned
050210,,,,,,,,,,,,,non_sanctioned
050290,,,,,,,,,,,,,non_sanctioned
050400,,,,,,,,,,,,,non_sanctioned
050510,,,,,,,,,,,,,non_sanctioned
050590,,,,,,,,,,,,,non_sanctioned
050610,,,,,,,,,,,,,non_sanctioned
050690,,,,,,,,,,,,,non_sanctioned
050710,,,,,,,,,,,,,non_sanctioned
050790,,,,,,,,,,,,,non_sanctioned
050800,,,,,,,,,,,,,non_sanctioned
051000,,,,,,,,,,,,,non_sanctioned
051110,,,,,,,,,,,,,non_sanctioned
051191,,,,,,,,,,,,,non_sanctioned
051199,,,,,,,,,,,,,non_sanctioned
060110,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
060120,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
060210,,,,,,,,,,,,,non_sanctioned
060220,,,,,,,,,,,,,non_sanctioned
060230,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
060240,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
060290,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
060311,,,,,,,,,,,,,non_sanctioned
060312,,,,,,,,,,,,,non_sanctioned
060313,,,,,,,,,,,,,non_sanctioned
060314,,,,,,,,,,,,,non_sanctioned
060315,,,,,,,,,,,,,non_sanctioned
060319,,,,,,,,,,,,,non_sanctioned
060390,,,,,,,,,,,,,non_sanctioned
060420,2022-04-08,1.0,0.0,,1.0,,,,,,,2022.0,industrial_cap
060490,,,,,,,,,,,,,non_sanctioned
070110,,,,,,,,,,,,,non_sanctioned
070190,,,,,,,,,,,,,non_sanctioned
070200,,,,,,,,,,,,,non_sanctioned
070310,,,,,,,,,,,,,non_sanctioned
070320,,,,,,,,,,,,,non_sanctioned
070390,,,,,,,,,,,,,non_sanctioned
070410,,,,,,,,,,,,,non_sanctioned
070420,,,,,,,,,,,,,non_sanctioned
070490,,,,,,,,,,,,,non_sanctioned
070511,,,,,,,,,,,,,non_sanctioned
070519,,,,,,,,,,,,,non_sanctioned
070521,,,,,,,,,,,,,non_sanctioned
070529,,,,,,,,,,,,,non_sanctioned
070610,,,,,,,,,,,,,non_sanctioned
070690,,,,,,,,,,,,,non_sanctioned
070700,,,,,,,,,,,,,non_sanctioned
070810,,,,,,,,,,,,,non_sanctioned
070820,,,,,,,,,,,,,non_sanctioned
070890,,,,,,,,,,,,,non_sanctioned
070920,,,,,,,,,,,,,non_sanctioned
070930,,,,,,,,,,,,,non_sanctioned
070940,,,,,,,,,,,,,non_sanctioned
070951,,,,,,,,,,,,,non_sanctioned
070959,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
070960,,,,,,,,,,,,,non_sanctioned
070970,,,,,,,,,,,,,non_sanctioned
070991,,,,,,,,,,,,,non_sanctioned
070992,,,,,,,,,,,,,non_sanctioned
070993,,,,,,,,,,,,,non_sanctioned
070999,,,,,,,,,,,,,non_sanctioned
071010,,,,,,,,,,,,,non_sanctioned
071021,,,,,,,,,,,,,non_sanctioned
071022,,,,,,,,,,,,,non_sanctioned
071029,,,,,,,,,,,,,non_sanctioned
071030,,,,,,,,,,,,,non_sanctioned
071040,,,,,,,,,,,,,non_sanctioned
071080,2022-03-15,1.0,1.0,,,1.0,,,,,,2022.0,luxury
071090,,,,,,,,,,,,,non_sanctioned
071120,,,,,,,,,,,,,non_sanctioned
071140,,,,,,,,,,,,,non_sanctioned
071151,,,,,,,,,,,,,non_sanctioned
071159,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
071190,,,,,,,,,,,,,non_sanctioned
071220,,,,,,,,,,,,,non_sanctioned
071231,,,,,,,,,,,,,non_sanctioned
071232,,,,,,,,,,,,,non_sanctioned
071233,,,,,,,,,,,,,non_sanctioned
071239,2022-03-15,1.0,0.0,,,1.0,,,,,,2022.0,luxury
071290,,,,,,,,,,,,,non_sanctioned
071310,,,,,,,,,,,,,non_sanctioned
071320,,,,,,,,,,,,,non_sanctioned
071331,,,,,,,,,,,,,non_sanctioned
071332,,,,,,,,,,,,,non_sanctioned
071333,,,,,,,,,,,,,non_sanctioned
071334,,,,,,,,,,,,,non_sanctioned
071335,,,,,,,,,,,,,non_sanctioned
071339,,,,,,,,,,,,,non_sanctioned
071340,,,,,,,,,,,,,non_sanctioned
071350,,,,,,,,,,,,,non_sanctioned
071360,,,,,,,,,,,,,non_sanctioned
071390,,,,,,,,,,,,,non_sanctioned
071410,,,,,,,,,,,,,non_sanctioned
071420,,,,,,,,,,,,,non_sanctioned
071430,,,,,,,,,,,,,non_sanctioned
071440,,,,,,,,,,,,,non_sanctioned
071450,,,,,,,,,,,,,non_sanctioned
071490,,,,,,,,,,,,,non_sanctioned
080111,,,,,,,,,,,,,non_sanctioned
080112,,,,,,,,,,,,,non_sanctioned
080119,,,,,,,,,,,,,non_sanctioned
080121,,,,,,,,,,,,,non_sanctioned
080122,,,,,,,,,,,,,non_sanctioned
080131,,,,,,,,,,,,,non_sanctioned
080132,,,,,,,,,,,,,non_sanctioned
080211,,,,,,,,,,,,,non_sanctioned
080212,,,,,,,,,,,,,non_sanctioned
080221,,,,,,,,,,,,,non_sanctioned
080222,,,,,,,,,,,,,non_sanctioned
080231,,,,,,,,,,,,,non_sanctioned
080232,,,,,,,,,,,,,non_sanctioned
080241,,,,,,,,,,,,,non_sanctioned
080242,,,,,,,,,,,,,non_sanctioned
080251,,,,,,,,,,,,,non_sanctioned
080252,,,,,,,,,,,,,non_sanctioned
080261,,,,,,,,,,,,,non_sanctioned
080262,,,,,,,,,,,,,non_sanctioned
080270,,,,,,,,,,,,,non_sanctioned
080280,,,,,,,,,,,,,non_sanctioned
080290,,,,,,,,,,,,,non_sanctioned
080310,,,,,,,,,,,,,non_sanctioned
080390,,,,,,,,,,,,,non_sanctioned
080410,,,,,,,,,,,,,non_sanctioned
080420,,,,,,,,,,,,,non_sanctioned
080430,,,,,,,,,,,,,non_sanctioned
080440,,,,,,,,,,,,,non_sanctioned
080450,,,,,,,,,,,,,non_sanctioned
080510,,,,,,,,,,,,,non_sanctioned
080521,,,,,,,,,,,,,non_sanctioned
080522,,,,,,,,,,,,,non_sanctioned
080529,,,,,,,,,,,,,non_sanctioned
080540,,,,,,,,,,,,,non_sanctioned
080550,,,,,,,,,,,,,non_sanctioned
080590,,,,,,,,,,,,,non_sanctioned
080610,,,,,,,,,,,,,non_sanctioned
080620,,,,,,,,,,,,,non_sanctioned
080711,,,,,,,,,,,,,non_sanctioned
080719,,,,,,,,,,,,,non_sanctioned
080720,,,,,,,,,,,,,non_sanctioned
080810,,,,,,,,,,,,,non_sanctioned
080830,,,,,,,,,,,,,non_sanctioned
080840,,,,,,,,,,,,,non_sanctioned
080910,,,,,,,,,,,,,non_sanctioned
080921,,,,,,,,,,,,,non_sanctioned
080929,,,,,,,,,,,,,non_sanctioned
080930,,,,,,,,,,,,,non_sanctioned
080940,,,,,,,,,,,,,non_sanctioned
081010,,,,,,,,,,,,,non_sanctioned
081020,,,,,,,,,,,,,non_sanctioned
081030,,,,,,,,,,,,,non_sanctioned
081040,,,,,,,,,,,,,non_sanctioned
081050,,,,,,,,,,,,,non_sanctioned
081060,,,,,,,,,,,,,non_sanctioned
081070,,,,,,,,,,,,,non_sanctioned
081090,,,,,,,,,,,,,non_sanctioned
081110,,,,,,,,,,,,,non_sanctioned
081120,,,,,,,,,,,,,non_sanctioned
081190,,,,,,,,,,,,,non_sanctioned
081210,,,,,,,,,,,,,non_sanctioned
081290,,,,,,,,,,,,,non_sanctioned
081310,,,,,,,,,,,,,non_sanctioned
081320,,,,,,,,,,,,,non_sanctioned
081330,,,,,,,,,,,,,non_sanctioned
081340,,,,,,,,,,,,,non_sanctioned
081350,,,,,,,,,,,,,non_sanctioned
081400,,,,,,,,,,,,,non_sanctioned
090111,,,,,,,,,,,,,non_sanctioned
090112,,,,,,,,,,,,,non_sanctioned
090121,,,,,,,,,,,,,non_sanctioned
090122,,,,,,,,,,,,,non_sanctioned
090190,,,,,,,,,,,,,non_sanctioned
090210,,,,,,,,,,,,,non_sanctioned
090220,,,,,,,,,,,,,non_sanctioned
090230,,,,,,,,,,,,,non_sanctioned
090240,,,,,,,,,,,,,non_sanctioned
090300,,,,,,,,,,,,,non_sanctioned
090411,,,,,,,,,,,,,non_sanctioned
090412,,,,,,,,,,,,,non_sanctioned
090421,,,,,,,,,,,,,non_sanctioned
090422,,,,,,,,,,,,,non_sanctioned
090510,,,,,,,,,,,,,non_sanctioned
090520,,,,,,,,,,,,,non_sanctioned
090611,,,,,,,,,,,,,non_sanctioned
090619,,,,,,,,,,,,,non_sanctioned
090620,,,,,,,,,,,,,non_sanctioned
090710,,,,,,,,,,,,,non_sanctioned
090720,,,,,,,,,,,,,non_sanctioned
090811,,,,,,,,,,,,,non_sanctioned
090812,,,,,,,,,,,,,non_sanctioned
090821,,,,,,,,,,,,,non_sanctioned
090822,,,,,,,,,,,,,non_sanctioned
090831,,,,,,,,,,,,,non_sanctioned
090832,,,,,,,,,,,,,non_sanctioned
090921,,,,,,,,,,,,,non_sanctioned
090922,,,,,,,,,,,,,non_sanctioned
090931,,,,,,,,,,,,,non_sanctioned
090932,,,,,,,,,,,,,non_sanctioned
090961,,,,,,,,,,,,,non_sanctioned
090962,,,,,,,,,,,,,non_sanctioned
091011,,,,,,,,,,,,,non_sanctioned
091012,,,,,,,,,,,,,non_sanctioned
091020,,,,,,,,,,,,,non_sanctioned
091030,,,,,,,,,,,,,non_sanctioned
091091,,,,,,,,,,,,,non_sanctioned
091099,,,,,,,,,,,,,non_sanctioned
100111,,,,,,,,,,,,,non_sanctioned
100119,,,,,,,,,,,,,non_sanctioned
100191,,,,,,,,,,,,,non_sanctioned
100199,,,,,,,,,,,,,non_sanctioned
100210,,,,,,,,,,,,,non_sanctioned
100290,,,,,,,,,,,,,non_sanctioned
100310,,,,,,,,,,,,,non_sanctioned
100390,,,,,,,,,,,,,non_sanctioned
100410,,,,,,,,,,,,,non_sanctioned
100490,,,,,,,,,,,,,non_sanctioned
100510,,,,,,,,,,,,,non_sanctioned
100590,,,,,,,,,,,,,non_sanctioned
100610,,,,,,,,,,,,,non_sanctioned
100620,,,,,,,,,,,,,non_sanctioned
100630,,,,,,,,,,,,,non_sanctioned
100640,,,,,,,,,,,,,non_sanctioned
100710,,,,,,,,,,,,,non_sanctioned
100790,,,,,,,,,,,,,non_sanctioned
100810,,,,,,,,,,,,,non_sanctioned
100821,,,,,,,,,,,,,non_sanctioned
100829,,,,,,,,,,,,,non_sanctioned
100830,,,,,,,,,,,,,non_sanctioned
100840,,,,,,,,,,,,,non_sanctioned
100850,,,,,,,,,,,,,non_sanctioned
100860,,,,,,,,,,,,,non_sanctioned
100890,,,,,,,,,,,,,non_sanctioned
110100,,,,,,,,,,,,,non_sanctioned
110220,,,,,,,,,,,,,non_sanctioned
110290,,,,,,,,,,,,,non_sanctioned
110311,,,,,,,,,,,,,non_sanctioned
110313,,,,,,,,,,,,,non_sanctioned
110319,,,,,,,,,,,,,non_sanctioned
